Facility Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Number of Spaces
Parking Lot,1031278,391 PARKING LOT CORP,,565,COURTLAND AVENUE,,BRONX,NY,10451,7185892854,50
Parking Lot,1057432,HAG OPERATING CORP,,312,8 AVENUE,,NEW YORK,NY,10001,2126858314,90
Parking Lot,1058904,CENTRAL PARKING SYSTEM OF NEW YORK INC,,32-34,WEST   29 STREET,,NEW YORK,NY,10001,2122525993,35
Parking Lot,1066115,29 OPERATING CORP,,613,WEST   29 STREET,613-635 WEST 29 STREET,NEW YORK,NY,10001,2125755335,46
Parking Lot,1067182,"ESTRELLA, REINALDO E",THE FAMILY PARKING LOT,1985,JEROME AVENUE,,BRONX,NY,10453,7187167170,54
Parking Lot,1068139,724 MANAGEMENT CORP.,724 GARAGE,41-25,KISSENA BOULEVARD,,QUEENS,NY,11355,7188882367,197
Parking Lot,1069545,TESTIMONY PARKING CORP,,2481,CROTONA AVENUE,,BRONX,NY,10458,7185841239,45
Parking Lot,1077388,"PRUDENTI, GEORGE M",GEORGE PRUDENTI PARKING,May-52,50 AVENUE,,LONG ISLND CITY,NY,11101,7187066405,35
Parking Lot,1085596,CENTRAL PARKING SYSTEM OF NEW YORK INC,,415,WEST   35 STREET,,NEW YORK,NY,10001,6466741888,52
Parking Lot,1091919,MANHATTAN PARKING E. 79 ST. CORP.,,239,EAST   79 STREET,,NEW YORK,NY,10021,2127536116,42
Parking Lot,1099887,WEST 31ST GARAGE CORP,,148,WEST   31 STREET,,NEW YORK,NY,10001,2127367171,18
Parking Lot,1110463,TPEC CORP.,,150-79,183 STREET,,JAMAICA,NY,11434,7187070335,108
Parking Lot,1113079,BEST PARKING INC,,310,WEST   40 STREET,,NEW YORK,NY,10018,2126951018,35
Parking Lot,1158884,IMPARK 17 STREET LLC,,41,WEST 17TH STREET,,NEW YORK,NY,10011,2129378660,54
Parking Lot,1159860,"5089 BROADWAY AUTO SALES, INC.",,5089,BROADWAY,,NEW YORK,NY,10034,2125671237,16
Parking Lot,1160254,207 GARAGE LLC,,3875,9 AVENUE,,NEW YORK,NY,10034,8004090819,149
Parking Lot,1166499,34TH AND NINTH PARKING LLC,,436-438,9 AVENUE,,NEW YORK,NY,10001,2126869800,140
Parking Lot,1168823,"THE BARRINGTON TRAVEL GROUP, INC.",,458,WEST  166 STREET,,NEW YORK,NY,10032,9999999999,71
Parking Lot,1185040,"ZITRO PARKING, CORP",,562,WEST 182 STREET,,NEW YORK,NY,10033,2127408039,31
Parking Lot,1185862,58 EAST LLC,,106,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2125643199,57
Parking Lot,1191317,WYCKOFF AUTO & BODY REPAIR SHOP INC,,749,WYCKOFF AVENUE,,RIDGEWOOD,NY,11385,7184185387,75
Parking Lot,1192326,PATER REALTY CO. LLC,,48-64,WEST   30 STREET,,NEW YORK,NY,10001,5168830233,100
Parking Lot,1201084,DESOTO PARKING LLC,,211,WEST   29 STREET,,NEW YORK,NY,10001,2127143571,50
Parking Lot,1203411,"MALL 92-30 ASSOCIATES, LLC",,160-17,ARCHER AVENUE,,JAMAICA,NY,11433,7182060511,50
Parking Lot,1203781,"CASTALDO, ANGELA M",ANGELA MARIE CASTALDO,3116,JEROME AVENUE,,BRONX,NY,10468,7189332922,21
Parking Lot,1204144,"CENTRAL PARKING SYSTEMS OF NEW YORK, INC.",,47-08,30 STREET,,LONG ISLND CITY,NY,11101,2125025490,100
Parking Lot,1213666,"PROPARK AMERICA NEW YORK, LLC",,0,MARGINAL STREET,BET.FDR. COLUMNS 33 TO 43.,NEW YORK,NY,10038,9144786300,315
Parking Lot,1217499,2ND AND 22ND PARKING LLC,,301,EAST   22 STREET,,NEW YORK,NY,10010,2126869800,53
Parking Lot,1227293,"PARK AND GO, LLC",,179,EAST  108 STREET,,NEW YORK,NY,10029,2129999999,25
Parking Lot,1231084,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,300-306,WEST   31 STREET,415-419 8TH AVENUE,NEW YORK,NY,10001,2125025490,36
Parking Lot,1243603,CASTLE HILL DEVELOPERS CORP,,2100,WESTCHESTER AVENUE,,BRONX,NY,10462,7185910071,50
Parking Lot,1248142,"SOUTH SIDE PARKING SYSTEMS, INC.",,143-19,94 AVENUE,,JAMAICA,NY,11435,7186584000,52
Parking Lot,1249859,QUEENS PLAZA PARKING CORP.,,27-Feb,QUEENS PLAZA SOUTH,,QUEENS,NY,11101,7184829180,71
Parking Lot,959606,"GAMBARDELLA, ANTHONY",PALMER REALTY CO,1602,CASTLE HILL AVENUE,,BRONX,NY,10462,9733019681,14
Parking Lot,986565,HIGH RISE PARKING LLC,,200-210,WEST   71 STREET,,NEW YORK,NY,10023,2126869800,200
Parking Lot,1003796,"BUDHU, GANESH",G B PARKING,148-15,89 AVENUE,,JAMAICA,NY,11435,7182914555,78
Parking Lot,1004796,WENNER ASSOCIATES INC,,Oct-40,BORDEN AVENUE,,LONG ISLND CITY,NY,11101,7187840825,140
Parking Lot,1013467,MARJO PARKING INC.,,414,WEST  206 STREET,,NEW YORK,NY,10034,2126959455,44
Parking Lot,1026543,GEM PARKING CORP,,2444,TIEBOUT AVENUE,2444-2450,BRONX,NY,10458,2127536116,85
Parking Lot,1031644,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,5141,BROADWAY,,NEW YORK,NY,10034,2125025490,30
Parking Lot,1037989,"EDISON NY PARKING, LLC",,307-313,WEST   44 STREET,,NEW YORK,NY,10036,2126315995,71
Parking Lot,1040211,EDISON NY PARKING LLC,,507,WEST   21 STREET,,NEW YORK,NY,10011,2126315995,49
Parking Lot,1040511,"ARCHER, RAYMOND H.",IN & OUT VALET PARKING,245-02,HORACE HARDING EXPRESSWAY,,LITTLE NECK,NY,11362,7188190735,102
Parking Lot,1057433,HENRY OPERATING CORP,,47,HENRY STREET,,NEW YORK,NY,10002,2125755335,8
Parking Lot,1058882,FLASH MOTOR VEHICLE STORAGE AND PARKING CORP.,,439,EAST 165 STREET,,BRONX,NY,10456,7185856200,50
Parking Lot,1060379,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1500,UNIONPORT ROAD,,BRONX,NY,10462,7188286820,515
Parking Lot,1061393,PROMPT PARKING CORP.,,58,EAST   18 STREET,,BROOKLYN,NY,11226,7329058338,60
Parking Lot,1075181,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,696,EAST FORDHAM ROAD,,BRONX,NY,10458,2126296602,63
Parking Lot,1100547,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,20-40,7 AVENUE,,NEW YORK,NY,10011,2126042739,48
Parking Lot,1105006,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,41-61,KISSENA BOULEVARD,,QUEENS,NY,11355,2126296602,808
Parking Lot,1115799,COLUMBIA WATER FRONT LLC,,69,ST CLAIR PLACE,,NEW YORK,NY,10027,2125755335,70
Parking Lot,1117312,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,160,EAST  125 STREET,,NEW YORK,NY,10035,2126296602,118
Parking Lot,1124929,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,227,CHERRY STREET,,NEW YORK,NY,10002,2126296602,90
Parking Lot,1135395,WEST 25TH LLC,,29-37,WEST   25 STREET,,NEW YORK,NY,10010,2124903460,108
Parking Lot,1141705,PINE PARKING CORP,,61-69,GRAND STREET,,NEW YORK,NY,10013,8007985701,45
Parking Lot,1143627,COMMUNITY PARKING INC,,711-735,GARDEN STREET,,BRONX,NY,10457,3475388602,145
Parking Lot,1163601,EAST END PARKING CORP,,227,EAST  125 STREET,,NEW YORK,NY,10035,2125348090,125
Parking Lot,1175517,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,288-294,PEARL STREET,,NEW YORK,NY,10038,2125025490,36
Parking Lot,1177347,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1811,EASTCHESTER ROAD,,BRONX,NY,10461,2125025490,225
Parking Lot,1181623,K & N PARKING CORP,,1250,EDWARD L GRANT HIGHWAY,,BRONX,NY,10452,9149971380,150
Parking Lot,1187204,"LARDON WEST 66TH, LLC",,141,DYCKMAN STREET,AKA 133 DYCKMAN STREET,NEW YORK,NY,10040,2124903460,63
Parking Lot,1189161,50-51 OPERATING CORP.,,627,WEST 50TH STREET,,NEW YORK,NY,10019,2129299404,121
Parking Lot,1194021,ERNEST MASSA FAMILY LLC,,3113,WESTCHESTER AVENUE,AKA 3113-3115 WESTCHESTER AVE.,BRONX,NY,10461,9999999999,12
Parking Lot,1200481,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1886,BROADWAY,1886-1896,NEW YORK,NY,10023,2125025490,75
Parking Lot,1203262,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,90-10,GRAND CENTRAL PARKWAY,,EAST ELMHURST,NY,11369,7185078162,323
Parking Lot,1214814,PEAK TIME PARKING INC.,,4566,BROADWAY,,NEW YORK,NY,10040,2129237239,80
Parking Lot,1226001,MUTUAL PARKING OF COURT SQUARE INC,,45-55,PEARSON STREET,,LONG ISLND CITY,NY,11101,7187296055,65
Parking Lot,1230768,"LIVINGSTON CAR PARK, LLC",GGMC,22,SMITH STREET,,BROOKLYN,NY,11201,2129966363,50
Parking Lot,1231053,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,308-310,WEST   31 STREET,,NEW YORK,NY,10001,2125025490,27
Parking Lot,1231226,684 WAREHOUSE CORP,,489,CANAL STREET,,NEW YORK,NY,10013,5163695866,20
Parking Lot,1248458,"COURTLANDT PARKING SYSTEMS, INC",,1673,WALTON AVENUE,,BRONX,NY,10453,7182997363,32
Parking Lot,1251241,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,140,WEST 28 STREET,140-142-144,NEW YORK,NY,10001,2125025490,60
Parking Lot,1251487,"EDISON NY PARKING,LLC",,3976,10 AVENUE,,NEW YORK,NY,10034,2125675186,77
Parking Lot,1259622,FIRST CLASS PARKING CORP,,986,WESTCHESTER AVENUE,,BRONX,NY,10459,4847694321,61
Parking Lot,1267593,"PARK AVENUE PARKING, CORP.",,4184-4186,PARK AVENUE,,BRONX,NY,10457,3475154712,20
Parking Lot,1267621,259-267 PARKING CORP,,274-276,ATLANTIC AVENUE,,BROOKLYN,NY,11201,7188585055,50
Parking Lot,1276761,ENTERPRISE 35 WEST LLC,,451,10 AVENUE,451-459,NEW YORK,NY,10018,2125643199,123
Parking Lot,1346708,80 RIVERSIDE PARKING LLC,,80,RIVERSIDE BOULEVARD,,NEW YORK,NY,10069,2126869800,253
Parking Lot,1348860,"PINOS JR, FLORENCIO A",M&M PARKING 11,362,EAST  148 STREET,362-366 EAST 148TH STREET,BRONX,NY,10455,9179127755,80
Parking Lot,1357039,"MONTALVO, ERIC",EDB PARKING,1315,TAYLOR AVENUE,,BRONX,NY,10472,6465484459,100
Parking Lot,1028877,EL DESCANSO CORP,,1841,CARTER AVENUE,,BRONX,NY,10457,7187310200,110
Parking Lot,1060378,CENTRAL PARKING SYSTEM OF NEW YORK INC,,2040,EAST TREMONT AVENUE,,BRONX,NY,10462,7188286660,703
Parking Lot,1068100,PEARL PARKING LLC,,243,PEARL STREET,243-253 PEARL ST,NEW YORK,NY,10038,2126869800,92
Parking Lot,1071284,BRIAR HILL REALTY LLC,,630,WEST  246 STREET,,BRONX,NY,10471,7185489428,54
Parking Lot,1073375,PARK SLOPE RENTAL CORP.,,142,9 STREET,,BROOKLYN,NY,11215,7188020222,18
Parking Lot,1076667,SOUND PARKING CORP,,6,EAST   17 STREET,,NEW YORK,NY,10003,2123085959,74
Parking Lot,1094902,MUTUAL PARKING DEKALB LLC,,1601,DEKALB AVENUE,,BROOKLYN,NY,11237,7186283700,100
Parking Lot,1104541,"MCFARLANE, ALCIBIADES M",,115,TRUXTON STREET,,BROOKLYN,NY,11233,7183851787,18
Parking Lot,1104818,IMPARK HSW LLC,IMPARK,462-464,10 AVENUE,,NEW YORK,NY,10018,2129378660,21
Parking Lot,1108273,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,7179,SCHERMERHORN STREET,,BROOKLYN,NY,11201,2126296602,150
Parking Lot,1126896,IMPARK HSW LLC,,305-13,WEST   42 STREET,,NEW YORK,NY,10036,2129378660,67
Parking Lot,1128977,ALLIED ST. GEORGE LLC,,22,ACADEMY PLACE,,STATEN ISLAND,NY,10301,7182633800,126
Parking Lot,1129975,"LAN TIAN GARAGE, INC",,85-89,HENRY STREET,,NEW YORK,NY,10002,2123859600,50
Parking Lot,1140970,"GARDEN GARAGE, LLC",,253,WEST   29 STREET,,NEW YORK,NY,10001,2128322066,25
Parking Lot,1157097,EZ PARK EAST INC,,1845-65,PARK AVENUE,,NEW YORK,NY,10035,2122229745,275
Parking Lot,1172285,"CABRERA, EDI A",CABRERA PARKING,1417,WEBSTER AVENUE,,BRONX,NY,10456,7185386869,51
Parking Lot,1175521,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,296-298,PEARL STREET,,NEW YORK,NY,10038,2125025490,120
Parking Lot,1184568,BRIDGE TOWER PARKING LLC,,410,EAST   61 STREET,,NEW YORK,NY,10021,2129562280,99
Parking Lot,1195599,VIC'S PARKING CORPORATION,,420-424,ALBEE SQUARE,,BROOKLYN,NY,11201,7185960140,100
Parking Lot,1205793,"IMPERIAL PARKING (U.S.) , INC.",IMPARK,365,SCHERMERHORN STREET,,BROOKLYN,NY,11217,2129378660,100
Parking Lot,1206736,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,30-20,THOMSON AVENUE,,LONG ISLND CITY,NY,11101,2125025490,212
Parking Lot,1213004,FIRST FLEET PARKING LLC,,38-15,QUEENS BOULEVARD,,LONG ISLND CITY,NY,11101,7183924600,40
Parking Lot,1220864,CAR PARK 29 LLC,,724,6 AVENUE,AKA 724-732 6TH AVENUE,NEW YORK,NY,10010,2126270667,150
Parking Lot,1243911,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,45-47,DOMINICK STREET,,NEW YORK,NY,10013,2125025490,49
Parking Lot,1245136,WELCOME PARKING LIMITED LIABILITY COMPANY,,146-01,45 AVENUE,,FLUSHING,NY,11355,7185393375,200
Parking Lot,1248479,258-262 LAFAYETTE LLC,,258-262,LAFAYETTE STREET,,NEW YORK,NY,10012,9174162150,60
Parking Lot,1249121,VENECA PARKING CORP,,1892,JEROME AVENUE,,BRONX,NY,10453,7182940072,49
Parking Lot,1249153,LEASE PARKING LOT INC.,,158,EAST  108 STREET,,NEW YORK,NY,10029,2128606718,38
Parking Lot,1249729,A&C PARKING CORP.,,537,EAST  137 STREET,,BRONX,NY,10454,7189932782,30
Parking Lot,1251263,"THE ELECTRIC WAREHOUSE, INC.",,1432,FULTON STREET,1432-36,BROOKLYN,NY,11216,7187731760,16
Parking Lot,1258355,"LETTERS, INC.",,411,EAST TREMONT AVENUE,,BRONX,NY,10457,7189334893,43
Parking Lot,1258566,"PARK KWIK, LLC.",,90,WASHINGTON STREET,,BROOKLYN,NY,11201,9999999999,250
Parking Lot,1263695,WEST 37TH STREET PARKING LLC,,330,WEST   37 STREET,,NEW YORK,NY,10018,2125358670,100
Parking Lot,1268889,BUZZ PARKING I CORP,,246-254,GOLD STREET,,BROOKLYN,NY,11201,718788006,29
Parking Lot,1271788,QUIK PARK THEATER LOT LLC,,223-5,WEST   46 STREET,,NEW YORK,NY,10036,2128322066,41
Parking Lot,1274121,L.P. PARKING CORP.,,454,EAST  180 STREET,,BRONX,NY,10457,7187334165,5
Parking Lot,1276771,JEROME PETROLEUM LLC,,2350,JEROME AVENUE,,BRONX,NY,10468,7182205651,25
Parking Lot,1280334,STANDARD PARKING CORPORATION,,750,RIVER AVENUE,,BRONX,NY,10451,7185384249,120
Parking Lot,1280445,STANDARD PARKING CORPORATION,,100,EAST  151 STREET,,BRONX,NY,10451,7185384249,170
Parking Lot,1281804,SALLY PARKING LOT INC,,4327,3 AVENUE,,BRONX,NY,10457,6463314615,40
Parking Lot,1283038,"LIC LOT, LLC",,23-Feb,42ND ROAD,,LONG ISLND CITY,NY,11101,2125755335,85
Parking Lot,1298308,"FIESTA CAR PARK, LLC",,470,11 AVENUE,,NEW YORK,NY,10018,2122216111,12
Parking Lot,1300468,"55 W 169 PARKING, INC",,55,WEST  169 STREET,,BRONX,NY,10452,7185817841,78
Parking Lot,1301282,EVAN PARKING INC,,323,10 AVENUE,323-325 10 AVENUE,NEW YORK,NY,10001,2122653088,40
Parking Lot,1312675,WEBSTER TIRE PARK INC.,,2036,WEBSTER AVENUE,,BRONX,NY,10457,7183640180,87
Parking Lot,1321159,DANAE MARRERO,SAFE PARKING 111,2835,WHITE PLAINS ROAD,,BRONX,NY,10467,9175674884,68
Parking Lot,959009,N.N.I. ENTERPRISES LTD.,,27-33,WEST  170 STREET,,BRONX,NY,10452,7185370321,90
Parking Lot,959012,PARKCHESTER TREMONT PARKING CORP,,2155,EAST TREMONT AVENUE,,BRONX,NY,10462,7185416050,150
Parking Lot,975586,WILLOUGHBY CAR PARK INC,,116,WILLOUGHBY STREET,116-124,BROOKLYN,NY,11201,2122216111,53
Parking Lot,976816,WILSHIRE CAR PARK INC,,183-03,HILLSIDE AVENUE,,JAMAICA,NY,11432,2122216111,65
Parking Lot,1004393,"328 WEST 39 STREET PARKING, LLC",,328,WEST   39 STREET,328-332 WEST 39 STREET,NEW YORK,NY,10018,2126869800,70
Parking Lot,1009641,"SARKISSIAN, SANDRA L",,3130,WEBSTER AVENUE,AKA 3128-30 WEBSTER AVENUE,BRONX,NY,10467,7186557125,6
Parking Lot,1019603,"SARNO, CATHERINE/SARNO, ANDREW",C.N.A. PARKING,99-101,HOYT STREET,,BROOKLYN,NY,11217,7188574267,10
Parking Lot,1021922,"AMBER CAR PARK, LLC",GGMC,258,ASHLAND PLACE,,BROOKLYN,NY,11217,2129966363,60
Parking Lot,1025798,"29 PARK, LLC",,217-219,WEST   29 STREET,,NEW YORK,NY,10001,2127143571,36
Parking Lot,1026203,CENTRAL PARKING SYSTEM OF NEW YORK INC,,245,EAST   93 STREET,,NEW YORK,NY,10128,2126296602,112
Parking Lot,1029227,"OSA WEBSTER REALTY, INC",,3118,WEBSTER AVENUE,,BRONX,NY,10467,7184052747,20
Parking Lot,1029231,MIGUEL'S PARKING LOT INC,,601,BERGEN AVENUE,,BRONX,NY,10455,7183786388,84
Parking Lot,1062071,TETK MANAGEMENT LLC,,3006,GODWIN TERRACE,,BRONX,NY,10463,7187963767,65
Parking Lot,1076689,VARICK STREET PARKING LLC.,,114-122,VARICK STREET,,NEW YORK,NY,10013,2126869800,86
Parking Lot,1076708,GREENWICH STREET PARKING LLC.,,561-565,GREENWICH STREET,,NEW YORK,NY,10014,2126869800,51
Parking Lot,1076965,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,07-Nov,WEST   28 STREET,6-10 WEST 29TH STREET,NEW YORK,NY,10001,2128891020,112
Parking Lot,1076967,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,168-35,ROCKAWAY BOULEVARD,,JAMAICA,NY,11434,7189999999,139
Parking Lot,1079471,"GARNET CAR PARK, LLC",GGMC,66,BOERUM PLACE,,BROOKLYN,NY,11201,7183980209,84
Parking Lot,1082540,"FLEET SECURITY, INC",,5721,BROADWAY,,BRONX,NY,10463,7185439815,31
Parking Lot,1083289,ENTERPRISE 30TH STREET GARAGE INC,,529-539,WEST   29 STREET,,NEW YORK,NY,10001,2126270012,100
Parking Lot,1102229,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,84,WHITE STREET,,NEW YORK,NY,10013,2126296602,59
Parking Lot,1109612,SALEM PARKING LLC,,497,WEST STREET,497-501 WEST STREET,NEW YORK,NY,10014,2126869800,150
Parking Lot,1117900,"BAUTISTA, ARCADIO",BAUTISTA PARKING,640,GERARD AVENUE,,BRONX,NY,10451,7189933054,50
Parking Lot,1118656,"SANTANA, RAMON & PANIAGUA, YONATAN",J & R PARKING LOT,1611,WASHINGTON AVENUE,,BRONX,NY,10457,7183240745,74
Parking Lot,1130048,F & T MANAGEMENT & PARKING CORP,,37-02,COLLEGE POINT BOULEVARD,,FLUSHING,NY,11355,7188882828,135
Parking Lot,1131833,ALBEE SQUARE PARKING LLC,,209-211,DUFFIELD STREET,,BROOKLYN,NY,11201,2124903460,30
Parking Lot,1132122,"JALIL, RODOLFO CLAUDIO",RUDY'S PARKING,362-364,EAST  148 STREET,,BRONX,NY,10455,7182929382,80
Parking Lot,1140965,"GARDEN GARAGE, LLC",,384,8 AVENUE,384-388 8 AVENUE,NEW YORK,NY,10001,2128322066,35
Parking Lot,1148572,ST.ANNS PARKING INC,,234-240,WEST  148 STREET,,NEW YORK,NY,10039,2122344326,110
Parking Lot,1153766,MPC PARKING LLC,,1104-1116,2 AVENUE,,NEW YORK,NY,10022,2126869800,227
Parking Lot,1177564,"ROMAN-FERNANDEZ, OLGA C","GARRISON PARKING LOT & SALES, CO.",1185,GARRISON AVENUE,,BRONX,NY,10474,7188931077,42
Parking Lot,1179362,1161 PARKING LOT CORP.,,1161,GARRISON AVENUE,,BRONX,NY,10474,6462716133,28
Parking Lot,1180979,9 WEST 35TH STREET LLC,MEYERS PARKING,Sep-19,WEST   35 STREET,,NEW YORK,NY,10001,2125025490,225
Parking Lot,1192089,A R M PARKING LLC,,710,61 STREET,,BROOKLYN,NY,11220,7325362049,50
Parking Lot,1195484,"CHAMPION PARKING 425, LLC",,425,PARK AVENUE,,NY,NY,10022,2123085959,130
Parking Lot,1202048,"FORDHAM AUTO PLUS, INC.",,2389-2409,JEROME AVENUE,2389-2409,BRONX,NY,10468,7183652492,80
Parking Lot,1232549,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,436,EAST   83 STREET,,NEW YORK,NY,10028,2125025490,44
Parking Lot,1236246,STANDARD PARKING CORPORATION,,75,RICHMOND TERRACE,,STATEN ISLAND,NY,10301,7184206719,"1,050"
Parking Lot,1237359,DYCKMAN LOT INC,,131,DYCKMAN STREET,AKA 133 DYCKMAN STREET,NEW YORK,NY,10040,2125672360,62
Parking Lot,1244617,"IMPERIAL PARKING (U.S.), INC",,185,KING STREET,,BROOKLYN,NY,11231,2129378660,597
Parking Lot,1246253,"GLOBAL EXPRESS LINES, INC.",,691,EAST  149 STREET,,BRONX,NY,10455,7182929796,20
Parking Lot,1259181,STANDARD PARKING CORP.,,136-20,38 AVENUE,,QUEENS,NY,11354,2129163480,401
Parking Lot,1273615,SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORP,,541,BROOK AVENUE,,BRONX,NY,10455,7187327692,150
Parking Lot,1276463,SANDS PARKING LLC,,66,SANDS STREET,,BROOKLYN,NY,11201,7186436440,100
Parking Lot,1279294,2820 BAILEY PARKING CORP,,2820,BAILEY STREET,,BRONX,NY,10463,7188840680,63
Parking Lot,1170235,BARCLAY STREET PARKING LLC,,233,BROADWAY,,NEW YORK,NY,10007,2126869800,150
Parking Lot,1175736,A & Z BUSINESS CORP.,,180,EAST  156 STREET,,BRONX,NY,10451,7187424947,99
Parking Lot,1186129,TROY PARKING CORP,,217-219,WEST   28 STREET,,NY,NY,10001,7187215243,25
Parking Lot,1186413,K PARK GROUP LLC,,680,12 AVENUE,,NEW YORK,NY,10019,9999999999,170
Parking Lot,1195532,WHITE PLAINS PARKING LOT INC,,3380,WHITE PLAINS ROAD,,BRONX,NY,10467,7182312611,60
Parking Lot,1195622,"LARDON 1330, LLC",,53,BOERUM PLACE,,BROOKLYN,NY,11201,2124903460,80
Parking Lot,1204272,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,28-Nov,47 AVENUE,,LONG ISLND CITY,NY,11101,2125025490,225
Parking Lot,1206949,"EAST 111 STREET PROPERTIES, LLC",,409,EAST  110 STREET,409-15,NEW YORK,NY,10029,9736437700,110
Parking Lot,1210590,"SEAMAN PARKING, CORP",,433,WEST  218 STREET,433-439,NEW YORK,NY,10034,2125699090,50
Parking Lot,1226909,SUFFOLK PARKING INC,,44-54,SUFFOLK STREET,,NEW YORK,NY,10002,2125334640,100
Parking Lot,1234764,BROOME STREET PARKING LOT LLC,,118,CLINTON STREET,,NEW YORK,NY,10002,5167646247,48
Parking Lot,1242535,78 AC ENTERPRISES LTD,ONE WAY 24 HOUR PARKING,1094,BROOK AVENUE,,BRONX,NY,10456,7185370596,100
Parking Lot,1243733,PURE ROYALTY ENTERPRISES LLC,PURE ROYALTY PARKING GARAGE,1843,CROTONA AVENUE,,BRONX,NY,10457,7182942419,35
Parking Lot,1243909,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,294-296,HUDSON STREET,,NEW YORK,NY,10013,2125025490,43
Parking Lot,1248480,111-115 EAST 24TH PARKING LLC,,111-115,EAST   24 STREET,,NEW YORK,NY,10010,9174162150,45
Parking Lot,1248807,EFFECTIVE PARKING INC.,,41-60,MAIN STREET,,QUEENS,NY,11355,7184569331,50
Parking Lot,1249180,L PARK 30 LLC,,405,WEST   38 STREET,,NEW YORK,NY,10018,9172158632,30
Parking Lot,1251177,"GOOD DEAL TIME SQUARE PARKING, INC.",,250,WEST   43 STREET,,NY,NY,10036,2129911550,80
Parking Lot,1251700,"SA PARKING LOT, INC",,1156,TIFFANY STREET,,BRONX,NY,10459,6463140332,26
Parking Lot,1254337,J&L ENTERPRISES SYSTEMS INC,,280,WEST  155 STREET,,NEW YORK,NY,10039,2122837778,125
Parking Lot,1258468,IMPERIAL PARKING (US) INC,,452-460,10 AVENUE,,NEW YORK,NY,10018,2129378660,100
Parking Lot,1263624,200 SCHERMERHORN GARAGE CORP,,200,SCHERMERHORN STREET,,BROOKLYN,NY,11201,2127367171,77
Parking Lot,1263691,WEST 37TH STREET PARKING LLC,,326,WEST   37 STREET,,NEW YORK,NY,10018,2125358670,30
Parking Lot,1263880,"AMSTERDAM MARKET HOLDINGS, LLC",,503,WEST  151 STREET,,NEW YORK,NY,10031,2019478200,18
Parking Lot,1276007,GB ENTERPRISE GROUP INC.,,1475,MACOMBS ROAD,,BRONX,NY,10452,7183656310,99
Parking Lot,1278191,PORTS AMERICA MANAGEMENT CORP.,,711,12 AVENUE,"PIERS 88,90,92",NEW YORK,NY,10019,2122465450,900
Parking Lot,1279597,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,3260,WESTCHESTER AVENUE,3260-64 WESTCHESTER AVENUE,BRONX,NY,10461,2125025490,176
Parking Lot,1280446,STANDARD PARKING CORPORATION.,,111,EAST  151 STREET,,BRONX,NY,10451,7185384249,79
Parking Lot,1280868,ACQ-HAMM 7W21 PARKING LLC,,10,WEST   22 STREET,,NEW YORK,NY,10010,2122436540,180
Parking Lot,1281676,THE NEW YORK BOTANICAL GARDEN,,0,200 STREET,200 & ST. SOUTHERN BOULEVARD,BRONX,NY,10458,7188178730,100
Parking Lot,1290056,STANDARD PARKING CORPORATION,,90-02,168 STREET,,JAMAICA,NY,11432,2129163480,291
Parking Lot,1294217,SCHUR MANAGEMENT COMPANY LTD,,3120,WEBSTER AVENUE,,BRONX,NY,10467,7187336300,40
Parking Lot,1303954,PARK KWIK LLC,,50,WASHINGTON STREET,,BROOKLYN,NY,11201,7182220500,150
Parking Lot,1305615,QUIK PARK 1633 GARAGE LLC,,1633,BROADWAY,,NY,NY,10019,2128322066,282
Parking Lot,1306494,GARRISON AVENUE PARKING LOT CORP.,,941,GARRISON AVENUE,,BRONX,NY,10474,3475770752,105
Parking Lot,1318554,HEIGHTS MANAGEMENT 168 LLC,,514,WEST  168 STREET,AKA 516 WEST 168STREET,NEW YORK,NY,10032,7187882109,35
Parking Lot,1321652,INWOOD AUTO SERVICE CORP.,,4880,BROADWAY,,NEW YORK,NY,10034,2123049202,50
